item,item_id,item_update,region_name,region_code,is_cronicas,media_associated,media_associated_name,is_featured,url,is_municipios_link,url_municipios
Boal,AST0007,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/occidente/boal/,FALSE,
Cabrales,AST0008,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/oriente/cabrales/,FALSE,
Cabranes,AST0009,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/centro/cabranes/,FALSE,
Candamo,AST0010,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/centro/candamo/,FALSE,
Cangas de Onís,AST0012,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/oriente/cangas-de-onis/,FALSE,
Cangas del Narcea Occidente,AST0013,14/07/2025,Asturias,AST,TRUE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/occidente/cangas-del-narcea/,FALSE,
Carreño,AST0014,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/carreno/,FALSE,
Caso,AST0015,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/cuencas/caso/,FALSE,
Castrillón,AST0016,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/aviles/castrillon/,FALSE,
Castropol,AST0017,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/occidente/castropol/,FALSE,
Coaña,AST0018,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/occidente/coana/,FALSE,
Colunga,AST0019,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/oriente/colunga/,FALSE,
Corvera,AST0020,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,TRUE,https://www.lne.es/aviles/corvera-de-asturias/,FALSE,
Cudillero,AST0021,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/occidente/cudillero/,FALSE,
Degaña,AST0023,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/occidente/degana/,FALSE,
El Franco,AST0024,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/occidente/el-franco/,FALSE,
Gijón,AST0025,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,TRUE,https://www.lne.es/gijon/,FALSE,
Gozón,AST0027,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/aviles/gozon/,FALSE,
Grado,AST0028,23/07/2025,Asturias,AST,TRUE,lanuevaespana,La Nueva España,TRUE,https://www.lne.es/grado/,FALSE,
Grandas de Salime,AST0029,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/occidente/grandas-de-salime/,FALSE,
Ibias,AST0030,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/occidente/ibias/,FALSE,
Illas,AST0031,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/aviles/illas/,FALSE,
La Calzada,AST0032,14/07/2025,Asturias,AST,TRUE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/gijon/gijon-oeste/la-calzada/,FALSE,
La Corredoria,AST0033,14/07/2025,Asturias,AST,TRUE,lanuevaespana,La Nueva España,TRUE,https://www.lne.es/oviedo/la-corredoria/,FALSE,
Langreo,AST0034,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/cuencas/langreo/,FALSE,
Laviana,AST0035,23/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,TRUE,https://www.lne.es/laviana/,FALSE,
Lena,AST0036,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/cuencas/lena/,FALSE,
Llanes,AST0039,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/oriente/llanes/,FALSE,
Media Principal,AST0040,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,TRUE,,TRUE,https://www.lne.es/municipios.html
Mieres,AST0041,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/cuencas/mieres/,FALSE,
Morcín,AST0042,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/cuencas/morcin/,FALSE,
Muros de Nalón,AST0043,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/centro/muros-de-nalon/,FALSE,
Nava,AST0044,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/centro/nava/,FALSE,
Navia,AST0045,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/occidente/navia/,FALSE,
Noreña,AST0046,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/centro/norena/,FALSE,
Onís,AST0048,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/oriente/onis/,FALSE,
Oviedo,AST0050,23/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,TRUE,https://www.lne.es/oviedo/,FALSE,
Parres,AST0051,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/oriente/parres/,FALSE,
Peñamera Alta,AST0052,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/oriente/penamera-alta/,FALSE,
Peñamera Baja,AST0053,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/oriente/penamera-baja/,FALSE,
Piloña,AST0054,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/oriente/pilona/,FALSE,
Ponga,AST0055,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/oriente/ponga/,FALSE,
Pravia,AST0056,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/centro/pravia/,FALSE,
Proaza,AST0057,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/centro/proaza/,FALSE,
Quirós,AST0058,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/centro/quiros/,FALSE,
Ribadedeva,AST0059,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/oriente/ribadedeva/,FALSE,
Ribadesella,AST0060,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/oriente/ribadesella/,FALSE,
Ribera de Arriba,AST0061,14/07/2025,Asturias,AST,TRUE,lanuevaespana,La Nueva España,TRUE,https://www.lne.es/ribera-de-arriba/,FALSE,
Riosa,AST0062,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/cuencas/riosa/,FALSE,
Salas,AST0063,23/07/2025,Asturias,AST,TRUE,lanuevaespana,La Nueva España,TRUE,https://www.lne.es/salas/,FALSE,
San Martín del Rey Aurelio,AST0064,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/cuencas/san-martin-del-rey-aurelio/,FALSE,
San Tirso de Abres,AST0065,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/occidente/san-tirso-de-abres/,FALSE,
Santa Eulalia de Oscos,AST0066,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/occidente/santa-eulalia-de-oscos/,FALSE,
Sariego,AST0067,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/centro/sariego/,FALSE,
Siero,AST0068,14/07/2025,Asturias,AST,TRUE,lanuevaespana,La Nueva España,TRUE,https://www.lne.es/siero/,FALSE,
Sobrescobio,AST0069,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/cuencas/sobrescobio/,FALSE,
Somiedo,AST0070,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/occidente/somiedo/,FALSE,
Soto del Barco,AST0071,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/aviles/soto-del-barco/,FALSE,
Tapia de Casariego,AST0072,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/occidente/tapia-de-casariego/,FALSE,
Taramundi,AST0073,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/occidente/taramundi/,FALSE,
Teverga,AST0074,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/centro/teverga/,FALSE,
Tineo,AST0075,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/occidente/tineo/,FALSE,
Valdés,AST0076,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/occidente/valdes/,FALSE,
Vegadeo,AST0077,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/occidente/vegadeo/,FALSE,
Villaviciosa,AST0078,14/07/2025,Asturias,AST,TRUE,lanuevaespana,La Nueva España,TRUE,https://www.lne.es/villaviciosa/,FALSE,
Villayón,AST0079,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/occidente/villayon/,FALSE,
Yernes y Tameza,AST0080,14/07/2025,Asturias,AST,FALSE,lanuevaespana,La Nueva España,FALSE,https://www.lne.es/centro/yernes-y-tameza/,FALSE,
Adeje,CAN0001,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,TRUE,https://www.eldia.es/tenerife/adeje/,FALSE,
Agaete,CAN0002,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/gran-canaria/agaete/,FALSE,
Agüimes,CAN0003,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,TRUE,https://www.laprovincia.es/gran-canaria/aguimes/,FALSE,
Alajeró,CAN0004,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/la-gomera/alajero/,FALSE,
Antigua,CAN0005,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/fuerteventura/antigua/,FALSE,
Arafo,CAN0006,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/arafo/,FALSE,
Arico,CAN0007,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/arico/,FALSE,
Arona,CAN0008,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,TRUE,https://www.eldia.es/tenerife/arona/,FALSE,
Arrecife,CAN0009,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,TRUE,https://www.laprovincia.es/lanzarote/arrecife/,FALSE,
Artenara,CAN0010,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/gran-canaria/artenara/,FALSE,
Arucas,CAN0011,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,TRUE,https://www.laprovincia.es/gran-canaria/arucas/,FALSE,
Barlovento,CAN0012,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/la-palma/barlovento/,FALSE,
Breña Alta,CAN0013,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/la-palma/brena-alta/,FALSE,
Breña Baja,CAN0014,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/la-palma/brena-baja/,FALSE,
Buenavista del Norte,CAN0015,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/buenavista-del-norte/,FALSE,
Candelaria,CAN0016,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,TRUE,https://www.eldia.es/tenerife/candelaria/,FALSE,
El Pinar,CAN0017,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/el-hierro/el-pinar/,FALSE,
El Rosario,CAN0018,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/el-rosario/,FALSE,
El Sauzal,CAN0019,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/el-sauzal/,FALSE,
El Tanque,CAN0020,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/el-tanque/,FALSE,
Fasnia,CAN0021,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/fasnia/,FALSE,
Firgas,CAN0022,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/gran-canaria/firgas/,FALSE,
Fuencaliente,CAN0023,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/la-palma/fuencaliente/,FALSE,
Gáldar,CAN0024,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,TRUE,https://www.laprovincia.es/gran-canaria/galdar/,FALSE,
Garachico,CAN0025,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/garachico/,FALSE,
Garafía,CAN0026,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/la-palma/garafia/,FALSE,
Granadilla de Abona,CAN0027,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,TRUE,https://www.eldia.es/tenerife/granadilla-de-abona/,FALSE,
Guía de Isora,CAN0028,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/guia-de-isora/,FALSE,
Güímar,CAN0029,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/guimar/,FALSE,
Haría,CAN0030,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/lanzarote/haria/,FALSE,
Hermigua,CAN0031,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/la-gomera/hermigua/,FALSE,
Icod de los Vinos,CAN0032,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/icod-de-los-vinos/,FALSE,
Ingenio,CAN0033,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,TRUE,https://www.laprovincia.es/gran-canaria/ingenio/,FALSE,
La Aldea de San Nicolás,CAN0034,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/gran-canaria/la-aldea-de-san-nicolas/,FALSE,
La Frontera,CAN0035,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/el-hierro/la-frontera/,FALSE,
La Guancha,CAN0036,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/la-guancha/,FALSE,
La Matanza de Acentejo,CAN0037,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/la-matanza-de-acentejo/,FALSE,
La Oliva,CAN0038,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/fuerteventura/la-oliva/,FALSE,
La Orotava,CAN0039,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,TRUE,https://www.eldia.es/tenerife/la-orotava/,FALSE,
La Victoria de Acentejo,CAN0040,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/la-victoria-de-acentejo/,FALSE,
Las Palmas de Gran Canaria,CAN0041,23/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,TRUE,https://www.laprovincia.es/las-palmas/,FALSE,
Los Realejos,CAN0042,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,TRUE,https://www.eldia.es/tenerife/los-realejos/,FALSE,
Los Silos,CAN0043,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/los-silos/,FALSE,
Media Principal,CAN0044,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,TRUE,,TRUE,https://www.eldia.es/municipios.html
Media Principal,CAN0045,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,TRUE,,TRUE,https://www.laprovincia.es/municipios.html
Mogán,CAN0046,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/gran-canaria/mogan/,FALSE,
Moya,CAN0047,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/gran-canaria/moya/,FALSE,
Pájara,CAN0048,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/fuerteventura/pajara/,FALSE,
Puerto de la Cruz,CAN0049,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,TRUE,https://www.eldia.es/tenerife/puerto-de-la-cruz/,FALSE,
Puerto del Rosario,CAN0050,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,TRUE,https://www.laprovincia.es/fuerteventura/puerto-del-rosario/,FALSE,
Puntagorda,CAN0051,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/la-palma/puntagorda/,FALSE,
San Andrés y Sauces,CAN0052,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/la-palma/san-andres-y-sauces/,FALSE,
San Bartolomé,CAN0053,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/lanzarote/san-bartolome/,FALSE,
San Bartolomé de Tirajana,CAN0054,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,TRUE,https://www.laprovincia.es/gran-canaria/san-bartolome-de-tirajana/,FALSE,
San Cristóbal de la Laguna,CAN0055,23/07/2025,Canarias,CAN,FALSE,eldia,El Día,TRUE,https://www.eldia.es/la-laguna/,FALSE,
San Juan de la Rambla,CAN0056,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/san-juan-de-la-rambla/,FALSE,
San Miguel de Abona,CAN0057,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/san-miguel-de-abona/,FALSE,
San Sebastián de La Gomera,CAN0058,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/la-gomera/san-sebastian-de-la-gomera/,FALSE,
Santa Brígida,CAN0059,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/gran-canaria/santa-brigida/,FALSE,
Santa Cruz de La Palma,CAN0060,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/la-palma/santa-cruz-de-la-palma/,FALSE,
Santa Cruz de Tenerife,CAN0061,23/07/2025,Canarias,CAN,FALSE,eldia,El Día,TRUE,https://www.eldia.es/santa-cruz-de-tenerife/,FALSE,
Santa Lucía de Tirajana,CAN0062,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,TRUE,https://www.laprovincia.es/gran-canaria/santa-lucia-de-tirajana/,FALSE,
Santa María de Guía de Gran Canaria,CAN0063,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/gran-canaria/santa-maria-de-guia-de-gran-canaria/,FALSE,
Santa Úrsula,CAN0064,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/santa-ursula/,FALSE,
Santiago del Teide,CAN0065,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/santiago-del-teide/,FALSE,
Tacoronte,CAN0066,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/tacoronte/,FALSE,
Tazacorte,CAN0067,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/la-palma/tazacorte/,FALSE,
Tegueste,CAN0068,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/tegueste/,FALSE,
Teguise,CAN0069,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/lanzarote/teguise/,FALSE,
Tejeda,CAN0070,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/gran-canaria/tejeda/,FALSE,
Telde,CAN0071,23/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,TRUE,https://www.laprovincia.es/telde/,FALSE,
Teror,CAN0072,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/gran-canaria/teror/,FALSE,
Tías,CAN0073,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/lanzarote/tias/,FALSE,
Tijarafe,CAN0074,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/la-palma/tijarafe/,FALSE,
Tinajo,CAN0075,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/lanzarote/tinajo/,FALSE,
Valleseco,CAN0076,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/gran-canaria/valleseco/,FALSE,
Valsequillo de Gran Canaria,CAN0077,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/gran-canaria/valsequillo-de-gran-canaria/,FALSE,
Vega de San Mateo,CAN0078,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/gran-canaria/vega-de-san-mateo/,FALSE,
Vilaflor,CAN0079,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/tenerife/vilaflor/,FALSE,
Villa de Mazo,CAN0080,14/07/2025,Canarias,CAN,FALSE,eldia,El Día,FALSE,https://www.eldia.es/la-palma/villa-de-mazo/,FALSE,
Yaiza,CAN0081,14/07/2025,Canarias,CAN,FALSE,laprovincia,La Provincia,FALSE,https://www.laprovincia.es/lanzarote/yaiza/,FALSE,
Alcañices,CYL0001,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/zamora/alcanices/,FALSE,
Benavente,CYL0002,14/07/2025,Castilla y León,CYL,TRUE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/benavente/,FALSE,
Bermillo de Sayago,CYL0003,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/zamora/bermillo-de-sayago/,FALSE,
Camarzana de Tera,CYL0004,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,FALSE,https://www.laopiniondezamora.es/benavente/camarzana-de-tera/,FALSE,
Carbajales de Alba,CYL0005,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,FALSE,https://www.laopiniondezamora.es/zamora/carbajales-de-alba/,FALSE,
Coreses,CYL0006,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,FALSE,https://www.laopiniondezamora.es/zamora/coreses/,FALSE,
Fermoselle,CYL0007,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/zamora/fermoselle/,FALSE,
Fuentesaúco,CYL0008,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/zamora/fuentesauco/,FALSE,
Galende,CYL0009,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,FALSE,https://www.laopiniondezamora.es/zamora/galende/,FALSE,
Media Principal,CYL0010,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,TRUE,,TRUE,https://www.laopiniondezamora.es/municipios.html
Morales del Vino,CYL0011,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/zamora/morales-del-vino/,FALSE,
Puebla de Sanabria,CYL0012,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/zamora/puebla-de-sanabria/,FALSE,
Rabanales,CYL0013,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,FALSE,https://www.laopiniondezamora.es/zamora/rabanales/,FALSE,
San Cristobal de Entreviñas,CYL0014,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/tags/san-cristobal-de-entrevinas/,FALSE,
Toro,CYL0015,14/07/2025,Castilla y León,CYL,TRUE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/toro/,FALSE,
Villalpando,CYL0016,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/zamora/villalpando/,FALSE,
Villaralbo,CYL0017,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/zamora/villaralbo/,FALSE,
Villardeciervos,CYL0018,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,FALSE,https://www.laopiniondezamora.es/zamora/villardeciervos/,FALSE,
Zamora,CYL0019,14/07/2025,Castilla y León,CYL,FALSE,laopiniondezamora,La Opinión de Zamora,TRUE,https://www.laopiniondezamora.es/zamora/,FALSE,
Anglès,CA0001,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/selva/angles/,FALSE,
Artés,CA0002,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,FALSE,https://www.regio7.cat/bages/artes/,FALSE,
Avià,CA0003,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,FALSE,https://www.regio7.cat/bergueda/avia/,FALSE,
Badalona,CA0004,23/07/2025,Cataluña,CA,TRUE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/badalona/,FALSE,
Balsareny,CA0005,14/07/2025,Cataluña,CA,FALSE,regio7,Regio 7,FALSE,https://www.regio7.cat/bages/balsareny/,FALSE,
Banyoles,CA0006,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,TRUE,https://www.diaridegirona.cat/comarques/banyoles/,FALSE,
Barcelona,CA0007,14/07/2025,Cataluña,CA,FALSE,elperiodicodecatalunya,El Periódico,TRUE,https://www.elperiodico.com/es/barcelona/,FALSE,
Begur,CA0008,14/07/2025,Cataluña,CA,FALSE,diaridegirona,Diari de Girona,FALSE,https://www.diaridegirona.cat/baix-emporda/begur/,FALSE,
